"Date","Price","Open","High","Low","Vol.","Change %"
"11/16/2012","85.98","85.89","86.61","85.21","64.49M","-0.13%"
"11/15/2012","86.09","84.00","86.36","83.85","70.31M","1.62%"
"11/14/2012","84.72","85.10","85.50","83.75","92.90M","0.49%"
"11/13/2012","84.31","86.34","86.34","84.05","99.05M","-2.85%"
"11/12/2012","86.78","86.02","86.95","85.25","59.44M","1.14%"
"11/09/2012","85.80","86.00","86.32","84.82","95.03M","-0.63%"
"11/08/2012","86.34","89.25","89.89","85.90","165.13M","-4.01%"
"11/07/2012","89.95","91.75","91.77","89.71","74.82M","-1.52%"
"11/06/2012","91.34","91.82","91.92","91.11","44.94M","-0.66%"
"11/02/2012","91.95","91.99","92.64","91.48","65.87M","0.12%"
"11/01/2012","91.84","91.60","92.06","90.20","75.24M","0.05%"
"10/31/2012","91.79","91.27","92.20","91.20","52.08M","0.65%"
"10/30/2012","91.20","91.30","92.25","91.12","53.67M","-0.55%"
"10/29/2012","91.70","91.65","92.19","91.12","42.77M","-0.27%"
"10/26/2012","91.95","92.20","92.31","91.36","74.42M","-1.01%"
"10/25/2012","92.89","93.29","93.83","92.76","56.07M","-0.52%"
"10/24/2012","93.38","94.03","94.20","92.80","70.77M","-0.22%"
"10/23/2012","93.59","93.81","94.06","93.07","82.36M","-0.54%"
"10/22/2012","94.10","92.70","94.38","92.60","74.30M","0.98%"
"10/19/2012","93.19","93.45","93.65","92.72","54.65M","-0.54%"
"10/18/2012","93.70","93.23","94.07","93.18","87.82M","0.62%"
"10/17/2012","93.12","92.20","93.31","92.10","87.60M","1.01%"
"10/16/2012","92.19","92.10","92.20","91.11","69.67M","1.00%"
"10/15/2012","91.28","91.50","92.27","90.95","60.38M","-0.24%"
"10/12/2012","91.50","92.50","92.57","91.25","64.44M","-1.23%"
"10/11/2012","92.64","91.80","92.95","91.80","67.19M","0.38%"
"10/10/2012","92.29","92.25","92.47","91.82","76.74M","-0.37%"
"10/09/2012","92.63","92.99","93.08","92.06","66.85M","0.03%"
"10/08/2012","92.60","92.70","92.89","92.20","67.93M","-0.45%"
"10/05/2012","93.02","92.02","93.52","91.71","105.44M","1.69%"
"10/04/2012","91.47","92.37","92.47","90.75","88.36M","-0.49%"
"10/03/2012","91.92","91.52","92.64","90.94","92.19M","0.02%"
"10/02/2012","91.90","92.00","92.24","91.14","92.22M","-0.47%"
"10/01/2012","92.33","90.61","92.34","90.61","96.87M","1.47%"
"09/28/2012","90.99","90.97","91.30","90.23","115.66M","1.02%"
"09/27/2012","90.07","91.48","91.64","89.45","128.30M","-0.75%"
"09/26/2012","90.75","93.00","93.14","90.56","122.38M","-3.20%"
"09/25/2012","93.75","94.35","94.46","93.46","86.91M","-0.45%"
"09/24/2012","94.17","93.80","94.20","93.33","70.28M","0.01%"
"09/21/2012","94.16","94.48","94.60","93.58","110.06M","0.42%"
"09/20/2012","93.77","93.15","93.97","92.62","135.17M","-0.01%"
"09/19/2012","93.78","94.80","95.28","92.81","314.61M","-1.02%"
"09/18/2012","94.75","95.01","96.67","94.57","146.34M","-0.86%"
"09/17/2012","95.57","96.32","96.38","94.48","215.45M","-1.52%"
"09/14/2012","97.05","95.00","98.09","94.77","249.37M","4.64%"
"09/13/2012","92.75","93.36","93.71","92.40","80.88M","-0.89%"
"09/12/2012","93.58","94.30","94.49","93.40","94.91M","-0.48%"
"09/11/2012","94.03","93.70","94.24","93.37","77.19M","-0.43%"
"09/10/2012","94.44","93.60","94.61","93.28","79.36M","0.62%"
"09/07/2012","93.86","94.32","95.76","93.62","158.55M","-0.10%"
"09/06/2012","93.95","93.27","94.17","92.45","143.88M","1.18%"
"09/05/2012","92.85","92.86","93.13","92.22","93.17M","-0.26%"
"09/04/2012","93.09","94.15","94.73","93.03","77.52M","-1.05%"
"09/03/2012","94.08","93.20","94.50","93.17","59.76M","0.99%"
"08/31/2012","93.16","93.61","94.18","93.00","86.07M","-0.35%"
"08/30/2012","93.49","94.39","94.79","93.41","78.36M","-1.11%"
"08/29/2012","94.54","94.50","95.48","94.13","126.52M","0.06%"
"08/28/2012","94.48","92.69","94.80","92.48","130.67M","1.80%"
"08/27/2012","92.81","93.47","93.75","92.51","75.91M","-0.11%"
"08/24/2012","92.91","92.50","93.47","92.17","100.63M","-0.14%"
"08/23/2012","93.04","93.35","95.05","92.90","150.29M","0.53%"
"08/22/2012","92.55","92.80","93.45","92.23","82.54M","-1.09%"
"08/21/2012","93.57","91.93","93.60","91.93","95.93M","2.24%"
"08/20/2012","91.52","92.24","92.45","91.12","93.10M","-0.58%"
"08/17/2012","92.05","93.35","93.39","92.00","81.59M","-0.83%"
"08/16/2012","92.82","93.50","93.80","92.33","80.65M","-0.17%"
"08/15/2012","92.98","93.14","93.20","91.72","116.03M","-0.64%"
"08/14/2012","93.58","93.48","94.15","93.11","74.82M","0.43%"
"08/13/2012","93.18","93.13","94.44","92.86","95.86M","0.36%"
"08/10/2012","92.85","93.34","93.35","91.95","88.35M","-1.09%"
"08/09/2012","93.87","94.39","95.35","93.01","110.87M","-0.07%"
"08/08/2012","93.94","93.51","94.30","92.82","94.89M","-0.03%"
"08/07/2012","93.97","92.99","94.44","92.56","115.33M","0.72%"
"08/06/2012","93.30","91.91","94.07","91.40","185.82M","1.79%"
"08/03/2012","91.66","88.79","91.87","88.45","126.33M","3.23%"
"08/02/2012","88.79","89.39","91.07","87.40","154.26M","-0.67%"
"08/01/2012","89.39","89.50","90.89","89.30","92.77M","-0.38%"
"07/31/2012","89.73","91.50","91.73","89.41","104.65M","-1.65%"
"07/30/2012","91.24","90.50","91.75","90.50","89.80M","1.03%"
"07/27/2012","90.31","89.10","90.44","88.24","115.11M","2.10%"
"07/26/2012","88.45","87.00","88.95","86.07","155.94M","1.78%"
"07/25/2012","86.90","84.00","87.18","83.01","204.99M","2.90%"
"07/24/2012","84.45","87.00","87.00","84.43","139.89M","-1.80%"
"07/23/2012","86.00","89.25","89.30","85.51","151.25M","-4.57%"
"07/20/2012","90.12","91.65","91.78","90.11","81.33M","-2.20%"
"07/19/2012","92.15","92.15","92.90","91.86","102.10M","0.60%"
"07/18/2012","91.60","91.50","92.15","91.11","69.04M","0.42%"
"07/17/2012","91.22","91.48","92.34","91.00","114.04M","0.41%"
"07/16/2012","90.85","91.00","91.28","90.35","71.92M","-0.14%"
"07/13/2012","90.98","89.98","91.08","89.42","96.08M","2.32%"
"07/12/2012","88.92","89.80","90.09","88.37","106.41M","-1.21%"
"07/11/2012","90.01","90.57","90.86","89.27","113.42M","-1.09%"
"07/10/2012","91.00","89.55","91.75","89.36","114.59M","1.09%"
"07/09/2012","90.02","88.88","90.37","88.70","99.33M","0.92%"
"07/06/2012","89.20","90.42","91.37","88.75","127.34M","-1.89%"
"07/05/2012","90.92","90.55","92.43","89.95","171.35M","-0.20%"
"07/04/2012","91.10","90.63","91.25","89.65","74.89M","0.18%"
"07/03/2012","90.94","88.00","91.07","87.96","147.06M","3.75%"
"07/02/2012","87.65","86.17","88.14","85.76","124.20M","1.46%"
"06/29/2012","86.39","84.03","86.46","84.02","134.36M","4.34%"
"06/28/2012","82.80","84.98","84.98","82.65","106.43M","-2.01%"
"06/27/2012","84.50","83.97","84.84","83.25","95.35M","1.08%"
"06/26/2012","83.60","82.40","84.34","82.40","103.69M","1.58%"
"06/25/2012","82.30","83.76","83.89","81.92","103.22M","-1.74%"
"06/22/2012","83.76","84.24","84.35","83.38","110.17M","-1.87%"
"06/21/2012","85.36","85.00","86.39","84.36","123.30M","-0.43%"
"06/20/2012","85.73","86.96","87.26","85.51","91.97M","-1.41%"
"06/19/2012","86.96","85.92","87.12","85.53","117.56M","0.88%"
"06/18/2012","86.20","85.30","86.59","85.24","148.84M","2.21%"
"06/15/2012","84.34","83.70","84.77","83.06","139.14M","1.55%"
"06/14/2012","83.05","82.72","83.36","82.48","95.19M","0.01%"
"06/13/2012","83.04","82.08","83.50","81.50","148.41M","1.79%"
"06/09/2012","81.58","81.99","82.28","81.37","27.76M","0.25%"
"06/08/2012","81.38","82.20","82.23","80.41","180.11M","-2.47%"
"06/07/2012","83.44","81.10","83.75","79.91","210.83M","3.50%"
"06/06/2012","80.62","78.99","80.84","77.77","179.16M","3.21%"
"06/05/2012","78.11","78.89","79.79","77.40","134.18M","0.01%"
"06/04/2012","78.10","77.49","78.87","76.25","163.45M","-0.96%"
"06/01/2012","78.86","81.60","82.15","77.95","195.31M","-3.46%"
"05/31/2012","81.69","82.37","83.52","80.52","261.42M","-0.84%"
"05/30/2012","82.38","83.41","83.79","81.84","207.46M","-2.09%"
"05/29/2012","84.14","80.96","84.17","80.31","217.45M","4.69%"
"05/28/2012","80.37","80.89","81.86","79.95","104.53M","0.63%"
"05/25/2012","79.87","81.12","82.90","79.85","175.51M","-1.93%"
"05/24/2012","81.44","79.51","81.77","77.80","224.62M","3.55%"
"05/23/2012","78.65","81.34","81.50","78.57","188.31M","-5.04%"
"05/22/2012","82.82","82.70","83.36","80.70","185.39M","1.06%"
"05/21/2012","81.95","78.95","82.05","78.25","205.76M","4.81%"
"05/18/2012","78.19","78.90","81.08","75.30","391.70M","-3.12%"
"05/17/2012","80.71","87.00","87.30","79.79","306.00M","-7.13%"
"05/16/2012","86.91","86.92","87.91","86.50","181.68M","-1.45%"
"05/15/2012","88.19","87.49","88.90","86.22","170.38M","0.73%"
"05/14/2012","87.55","90.39","90.55","87.42","105.54M","-3.78%"
"05/12/2012","90.99","90.50","91.09","90.21","18.76M","-0.05%"
"05/11/2012","91.04","90.94","91.22","89.46","104.56M","-0.82%"
"05/10/2012","91.79","89.71","91.84","89.27","111.58M","2.52%"
"05/08/2012","89.53","89.02","90.40","87.63","104.48M","1.16%"
"05/07/2012","88.50","89.00","89.87","86.00","86.03M","-2.12%"
"05/05/2012","90.42","90.52","90.98","90.09","23.11M","-0.45%"
"05/04/2012","90.83","92.12","92.64","90.32","154.98M","-1.86%"
"05/03/2012","92.55","93.30","93.64","92.12","106.46M","-0.55%"
"05/02/2012","93.06","94.47","95.69","93.06","106.14M","-0.95%"
"04/28/2012","93.95","93.79","94.16","93.52","14.10M","0.17%"
"04/27/2012","93.79","92.30","94.12","91.85","116.57M","1.26%"
"04/26/2012","92.62","94.08","94.28","91.61","99.34M","-1.21%"
"04/25/2012","93.75","93.15","94.13","93.15","101.94M","1.19%"
"04/24/2012","92.65","92.60","93.61","91.44","119.39M","0.12%"
"04/23/2012","92.54","94.55","94.71","91.98","116.40M","-2.59%"
"04/20/2012","95.00","93.91","95.29","93.64","122.24M","0.69%"
"04/19/2012","94.35","93.08","94.84","92.88","147.57M","1.56%"
"04/18/2012","92.90","94.00","94.68","92.61","139.56M","-0.35%"
"04/17/2012","93.23","92.49","93.39","91.14","160.23M","1.00%"
"04/16/2012","92.31","93.52","93.74","91.43","189.48M","-1.99%"
"04/13/2012","94.18","94.03","95.13","93.60","135.30M","-1.29%"
"04/12/2012","95.41","96.40","96.74","94.60","141.56M","-0.61%"
"04/11/2012","96.00","94.89","97.16","94.62","161.91M","0.47%"
"04/10/2012","95.55","95.79","96.87","95.30","181.69M","-0.39%"
"04/09/2012","95.92","95.31","95.99","93.51","168.41M","0.29%"
"04/06/2012","95.64","97.40","97.75","95.42","116.22M","-1.83%"
"04/05/2012","97.42","96.60","97.56","94.65","206.11M","1.30%"
"04/04/2012","96.17","97.05","97.95","96.01","178.63M","-1.87%"
"04/03/2012","98.00","96.07","98.23","95.67","220.73M","3.02%"
"04/02/2012","95.13","95.40","96.20","94.46","145.72M","0.28%"
"03/30/2012","94.86","94.92","96.00","94.02","213.56M","1.40%"
"03/29/2012","93.55","95.75","96.42","93.40","200.28M","-2.46%"
"03/28/2012","95.91","97.46","98.15","95.40","223.09M","-1.92%"
"03/27/2012","97.79","100.47","100.94","97.65","164.81M","-2.19%"
"03/26/2012","99.98","98.09","100.30","98.04","145.02M","2.44%"
"03/23/2012","97.60","96.33","97.62","95.72","169.41M","1.67%"
"03/22/2012","96.00","97.98","98.84","95.84","174.68M","-2.24%"
"03/21/2012","98.20","98.88","99.45","97.42","169.41M","-0.29%"
"03/20/2012","98.49","99.80","100.09","98.02","136.88M","-1.18%"
"03/19/2012","99.67","100.93","101.63","98.63","165.10M","-0.51%"
"03/16/2012","100.18","100.99","101.17","99.51","155.86M","-0.47%"
"03/15/2012","100.65","102.45","103.00","100.30","273.84M","-2.58%"
"03/14/2012","103.32","101.80","103.85","101.80","244.65M","2.78%"
"03/13/2012","100.53","99.70","100.89","99.37","141.33M","1.45%"
"03/12/2012","99.09","99.14","100.35","98.38","183.13M","-0.48%"
"03/11/2012","99.57","99.60","99.98","99.33","54.82M","1.93%"
"03/07/2012","97.68","97.07","97.99","96.68","195.39M","0.32%"
"03/06/2012","97.37","101.76","101.76","97.12","258.95M","-4.82%"
"03/05/2012","102.30","101.80","103.30","101.32","150.58M","0.69%"
"03/02/2012","101.60","100.79","101.75","99.95","172.34M","1.35%"
"03/01/2012","100.25","99.48","100.37","98.94","140.92M","0.06%"
"02/29/2012","100.19","99.11","100.30","98.91","165.35M","1.57%"
"02/28/2012","98.64","100.17","100.40","98.32","156.24M","-1.08%"
"02/27/2012","99.72","98.60","99.96","98.41","185.50M","0.71%"
"02/24/2012","99.02","96.79","99.22","96.21","209.22M","3.05%"
"02/22/2012","96.09","96.99","97.48","95.24","152.31M","-0.61%"
"02/21/2012","96.68","97.77","97.77","96.31","139.55M","-0.89%"
"02/20/2012","97.55","97.60","98.16","97.44","96.51M","0.87%"
"02/17/2012","96.71","97.27","97.39","96.46","149.61M","0.53%"
"02/16/2012","96.20","96.00","96.45","95.50","169.84M","-1.04%"
"02/15/2012","97.21","97.32","97.77","96.66","169.88M","0.79%"
"02/14/2012","96.45","95.80","97.22","95.37","174.98M","0.29%"
"02/13/2012","96.17","94.63","96.37","94.63","171.47M","2.31%"
"02/10/2012","94.00","94.51","94.93","93.63","154.30M","-1.21%"
"02/09/2012","95.15","95.08","96.37","94.64","244.93M","-0.05%"
"02/08/2012","95.20","94.22","95.39","94.22","183.86M","1.93%"
"02/07/2012","93.40","94.00","94.45","92.85","173.16M","-0.43%"
"02/06/2012","93.80","94.81","94.88","93.46","156.75M","-0.95%"
"02/03/2012","94.70","92.51","94.79","92.32","163.94M","2.25%"
"02/02/2012","92.62","93.10","93.85","91.92","238.15M","0.03%"
"02/01/2012","92.59","89.72","92.93","89.17","255.30M","2.54%"
"01/31/2012","90.30","89.79","90.92","89.61","179.11M","1.55%"
"01/30/2012","88.92","90.15","90.69","88.86","176.82M","-1.96%"
"01/27/2012","90.70","89.69","91.28","89.63","200.33M","0.41%"
"01/26/2012","90.33","88.00","90.80","87.97","362.19M","3.65%"
"01/25/2012","87.15","85.60","87.87","85.56","333.07M","2.47%"
"01/24/2012","85.05","84.85","85.49","84.47","174.64M","0.02%"
"01/23/2012","85.03","84.95","85.67","83.82","232.00M","-0.26%"
"01/20/2012","85.25","86.00","86.28","84.82","161.05M","-0.53%"
"01/19/2012","85.70","85.48","86.04","84.76","227.81M","1.06%"
"01/18/2012","84.80","84.66","85.56","83.95","174.66M","0.11%"
"01/17/2012","84.71","84.81","85.65","84.19","196.36M","0.88%"
"01/16/2012","83.97","83.00","84.21","82.55","124.33M","0.32%"
"01/13/2012","83.70","84.61","85.15","83.53","182.46M","-0.62%"
"01/12/2012","84.22","85.20","86.38","84.04","222.09M","-0.80%"
"01/11/2012","84.90","86.25","86.91","84.34","247.42M","-2.11%"
"01/10/2012","86.73","84.38","87.25","84.24","231.68M","3.48%"
"01/09/2012","83.81","82.60","84.22","82.42","89.39M","0.75%"
"01/06/2012","83.19","82.51","84.38","81.67","126.16M","0.78%"
"01/05/2012","82.55","83.52","84.44","82.05","110.28M","-1.26%"
"01/04/2012","83.60","82.44","84.48","81.91","136.77M","1.46%"
"01/03/2012","82.40","80.12","82.50","80.12","79.05M","4.49%"
"12/30/2011","78.86","79.03","79.73","78.00","60.99M","0.08%"
"12/29/2011","78.80","79.00","79.01","77.20","102.85M","-0.53%"
"12/28/2011","79.22","79.99","80.20","79.03","70.88M","-1.10%"
"12/27/2011","80.10","81.32","81.75","79.52","83.22M","-1.79%"
"12/26/2011","81.56","80.48","81.95","80.13","87.52M","2.00%"
"12/23/2011","79.96","80.60","81.10","79.65","123.49M","-0.05%"
"12/22/2011","80.00","81.41","81.41","79.00","178.44M","-0.31%"
"12/21/2011","80.25","83.46","83.77","80.15","241.74M","-3.02%"
"12/20/2011","82.75","81.49","82.75","80.12","214.52M","1.16%"
"12/19/2011","81.80","80.10","82.40","78.92","244.67M","1.45%"
"12/16/2011","80.63","82.70","83.38","80.51","222.90M","-1.99%"
"12/15/2011","82.27","79.90","82.55","79.39","326.77M","1.82%"
"12/14/2011","80.80","81.90","83.65","80.36","352.72M","-2.32%"
"12/13/2011","82.72","79.81","82.89","78.03","388.14M","3.53%"
"12/12/2011","79.90","83.51","84.80","79.17","267.38M","-3.03%"
"12/09/2011","82.40","84.12","84.63","81.65","329.42M","-4.17%"
"12/08/2011","85.99","85.59","87.84","85.30","281.73M","0.87%"
"12/07/2011","85.25","86.87","87.65","83.75","356.62M","-0.76%"
"12/06/2011","85.90","89.04","89.32","85.75","306.04M","-4.48%"
"12/05/2011","89.93","89.56","90.52","88.96","202.79M","0.48%"
"12/02/2011","89.50","88.15","91.28","86.50","410.15M","2.05%"
"12/01/2011","87.70","88.63","89.90","86.41","393.00M","0.17%"
"11/30/2011","87.55","82.10","87.69","81.03","448.11M","6.02%"
"11/29/2011","82.58","83.52","83.75","81.83","251.72M","-0.51%"
"11/28/2011","83.00","80.00","83.07","79.52","320.43M","6.04%"
"11/25/2011","78.27","75.30","78.75","73.75","319.16M","6.03%"
"11/24/2011","73.82","76.73","77.29","73.82","177.34M","-3.88%"
"11/23/2011","76.80","75.00","77.44","74.42","335.40M","0.52%"
"11/22/2011","76.40","76.40","77.76","75.10","272.60M","0.54%"
"11/21/2011","75.99","79.00","79.37","75.85","293.80M","-5.05%"
"11/18/2011","80.03","78.95","80.65","78.33","262.47M","-0.52%"
"11/17/2011","80.45","79.75","81.63","77.65","419.76M","0.88%"
"11/16/2011","79.75","79.60","81.10","79.00","299.47M","-1.05%"
"11/15/2011","80.60","79.92","80.88","78.52","344.02M","0.60%"
"11/14/2011","80.12","81.90","82.43","79.68","323.41M","-0.84%"
"11/11/2011","80.80","81.90","81.90","79.02","313.80M","0.50%"
"11/10/2011","80.40","77.50","81.62","76.52","565.96M","2.16%"
"11/09/2011","78.70","85.00","86.09","78.68","498.33M","-6.55%"
"11/08/2011","84.22","82.48","84.98","82.16","287.26M","2.05%"
"11/07/2011","82.53","81.04","82.68","80.08","316.08M","2.01%"
"11/03/2011","80.90","77.60","81.22","75.85","516.01M","2.51%"
"11/02/2011","78.92","77.70","79.50","76.40","431.57M","2.23%"
"11/01/2011","77.20","80.72","81.00","76.48","357.34M","-5.72%"
"10/31/2011","81.88","84.50","85.14","81.81","277.93M","-4.12%"
"10/28/2011","85.40","86.48","86.79","84.05","345.05M","-0.07%"
"10/27/2011","85.46","85.23","86.95","85.00","358.88M","2.29%"
"10/26/2011","83.55","81.55","85.38","81.54","392.28M","1.78%"
"10/25/2011","82.09","84.30","84.34","80.71","339.67M","-2.61%"
"10/24/2011","84.29","83.23","84.53","82.39","359.64M","2.92%"
"10/21/2011","81.90","81.50","82.17","80.10","305.00M","1.31%"
"10/20/2011","80.84","79.16","82.38","78.09","546.03M","0.12%"
"10/19/2011","80.74","79.13","81.76","78.80","487.97M","3.26%"
"10/18/2011","78.19","78.50","79.58","75.85","579.38M","-1.15%"
"10/17/2011","79.10","81.60","84.55","78.75","572.74M","-2.01%"
"10/14/2011","80.72","75.74","80.88","74.16","619.49M","7.63%"
"10/13/2011","75.00","73.70","76.49","73.62","533.18M","1.20%"
"10/12/2011","74.11","69.75","74.69","69.61","467.17M","5.72%"
"10/11/2011","70.10","70.70","71.08","69.12","324.99M","-0.71%"
"10/10/2011","70.60","68.77","70.60","67.04","318.24M","3.49%"
"10/07/2011","68.22","66.76","68.48","66.56","369.32M","3.68%"
"10/06/2011","65.80","63.86","66.20","63.55","464.46M","4.79%"
"10/05/2011","62.79","64.99","65.00","61.10","533.26M","0.22%"
"10/04/2011","62.65","67.12","68.79","60.91","458.05M","-8.14%"
"10/03/2011","68.20","68.40","69.87","67.07","317.34M","-3.18%"
"09/30/2011","70.44","74.24","75.00","70.06","394.68M","-5.70%"
"09/29/2011","74.70","70.35","75.74","69.94","413.36M","5.21%"
"09/28/2011","71.00","71.71","72.30","70.79","241.73M","-2.37%"
"09/27/2011","72.72","71.59","72.85","71.02","355.18M","4.78%"
"09/26/2011","69.40","68.98","71.99","66.02","451.64M","-0.84%"
"09/23/2011","69.99","73.00","73.37","67.16","463.15M","-5.16%"
"09/22/2011","73.80","79.82","79.90","73.76","383.08M","-9.69%"
"09/21/2011","81.72","81.60","81.99","80.86","193.82M","-0.10%"
"09/20/2011","81.80","80.07","82.59","80.03","299.45M","2.16%"
"09/19/2011","80.07","80.90","81.10","79.71","211.71M","-1.74%"
"09/16/2011","81.49","81.78","82.48","80.16","285.29M","0.73%"
"09/15/2011","80.90","81.00","82.39","80.50","322.55M","1.07%"
"09/14/2011","80.04","79.24","81.45","78.73","266.67M","-0.46%"
"09/13/2011","80.41","80.95","81.31","78.35","314.89M","0.98%"
"09/12/2011","79.63","81.37","81.66","78.60","298.41M","-4.29%"
"09/09/2011","83.20","84.82","85.48","82.90","265.03M","-2.77%"
"09/08/2011","85.57","84.03","85.60","83.20","327.83M","2.27%"
"09/07/2011","83.67","81.70","84.42","81.42","267.58M","4.00%"
"09/06/2011","80.45","79.50","81.48","79.40","296.57M","0.31%"
"09/05/2011","80.20","81.49","81.96","79.96","233.38M","-2.67%"
"09/02/2011","82.40","83.81","84.29","82.03","237.68M","-3.16%"
"09/01/2011","85.09","84.70","85.36","82.81","301.23M","0.19%"
"08/31/2011","84.93","82.94","85.05","82.20","287.17M","3.38%"
"08/30/2011","82.15","82.00","83.55","81.21","271.89M","0.55%"
"08/29/2011","81.70","79.29","81.77","79.02","232.43M","5.03%"
"08/26/2011","77.79","79.57","79.86","76.25","331.45M","-1.41%"
"08/25/2011","78.90","78.55","81.53","78.03","412.88M","1.15%"
"08/24/2011","78.00","77.77","78.83","75.87","319.14M","0.72%"
"08/23/2011","77.44","79.70","80.73","75.58","345.86M","-1.64%"
"08/22/2011","78.73","77.20","80.85","76.12","275.55M","-0.06%"
"08/19/2011","78.78","79.90","80.22","75.95","396.54M","-3.44%"
"08/18/2011","81.59","85.85","85.90","80.18","262.33M","-6.27%"
"08/17/2011","87.05","86.66","87.45","85.12","207.66M","0.69%"
"08/16/2011","86.45","87.46","87.46","84.53","197.03M","-1.83%"
"08/15/2011","88.06","86.70","88.39","85.76","197.58M","2.99%"
"08/12/2011","85.50","84.96","86.67","81.72","364.11M","2.13%"
"08/11/2011","83.72","87.00","88.18","79.21","438.82M","-1.69%"
"08/10/2011","85.16","93.30","94.00","84.03","432.82M","-6.99%"
"08/09/2011","91.56","87.19","92.70","81.74","475.79M","2.01%"
"08/08/2011","89.76","93.17","95.03","89.39","269.69M","-6.35%"
"08/05/2011","95.85","95.00","98.27","94.12","322.72M","-2.79%"
"08/04/2011","98.60","100.10","100.78","98.51","245.45M","-0.87%"
"08/03/2011","99.47","101.40","102.00","99.21","197.04M","-2.93%"
"08/02/2011","102.47","102.40","102.96","101.72","125.54M","-0.27%"
"08/01/2011","102.75","103.10","104.10","102.55","134.21M","0.98%"
"07/29/2011","101.75","101.99","102.70","100.92","109.48M","-0.87%"
"07/28/2011","102.64","101.12","102.84","100.98","121.46M","1.00%"
"07/27/2011","101.62","102.18","103.09","101.53","110.94M","-0.58%"
"07/26/2011","102.21","102.82","103.47","101.70","128.08M","-0.40%"
"07/25/2011","102.62","100.71","102.82","100.14","141.09M","0.81%"
"07/22/2011","101.80","103.50","103.87","101.44","187.67M","-1.19%"
"07/21/2011","103.03","102.27","103.14","99.86","256.13M","1.11%"
"07/20/2011","101.90","103.21","103.44","101.68","123.73M","-0.43%"
"07/19/2011","102.34","101.75","102.99","101.42","153.96M","1.03%"
"07/18/2011","101.30","105.02","105.36","101.00","204.84M","-3.94%"
"07/15/2011","105.46","103.90","105.89","103.35","193.09M","1.10%"
"07/14/2011","104.31","103.00","104.96","102.51","160.45M","0.40%"
"07/13/2011","103.89","103.00","104.00","102.01","159.26M","1.31%"
"07/12/2011","102.55","101.50","102.73","100.81","227.72M","0.09%"
"07/11/2011","102.46","104.82","104.90","102.31","153.15M","-2.67%"
"07/08/2011","105.27","107.41","107.48","104.90","160.52M","-2.18%"
"07/07/2011","107.62","105.00","107.70","104.82","192.76M","3.12%"
"07/06/2011","104.36","104.55","104.98","103.25","135.41M","0.06%"
"07/05/2011","104.30","104.79","105.44","103.91","139.22M","-0.40%"
"07/04/2011","104.72","104.99","105.30","104.17","119.59M","0.21%"
"07/01/2011","104.50","100.01","104.85","99.84","316.94M","4.50%"
"06/30/2011","100.00","99.50","100.25","99.25","128.75M","0.53%"
"06/29/2011","99.47","99.30","100.05","98.80","139.93M","0.32%"
"06/28/2011","99.15","96.80","99.25","96.54","156.32M","2.70%"
"06/27/2011","96.54","96.60","97.32","95.67","111.24M","-0.63%"
"06/24/2011","97.15","95.38","97.20","95.07","180.24M","3.14%"
"06/23/2011","94.19","94.79","96.10","93.86","144.05M","-1.62%"
"06/22/2011","95.74","96.20","96.29","95.15","68.45M","-0.32%"
"06/21/2011","96.05","95.29","96.60","95.28","102.96M","1.36%"
"06/20/2011","94.76","94.80","95.10","94.30","87.94M","-0.60%"
"06/17/2011","95.33","96.54","96.97","95.25","109.35M","-1.69%"
"06/16/2011","96.97","96.74","97.05","95.62","139.16M","-0.75%"
"06/15/2011","97.70","97.60","98.78","97.06","132.37M","0.00%"
"06/14/2011","97.70","98.29","98.59","97.21","116.24M","0.11%"
"06/10/2011","97.59","98.75","99.32","97.47","118.62M","-1.64%"
"06/09/2011","99.22","96.40","99.42","95.53","177.92M","3.46%"
"06/08/2011","95.90","96.02","96.59","94.51","148.53M","-0.36%"
"06/07/2011","96.25","95.75","97.11","95.40","129.97M","0.36%"
"06/06/2011","95.90","95.10","96.84","93.26","152.94M","0.93%"
"06/03/2011","95.02","96.95","97.30","94.19","149.93M","-1.95%"
"06/02/2011","96.91","95.70","97.04","95.28","114.89M","0.19%"
"06/01/2011","96.73","98.00","98.11","96.15","111.47M","-0.88%"
"05/31/2011","97.59","98.10","98.95","97.48","122.40M","0.20%"
"05/30/2011","97.40","96.92","97.66","96.65","50.10M","0.31%"
"05/27/2011","97.10","96.20","97.35","95.80","137.46M","1.46%"
"05/26/2011","95.70","96.00","96.19","94.33","148.23M","0.47%"
"05/25/2011","95.25","92.60","95.30","92.25","138.72M","1.74%"
"05/24/2011","93.62","92.05","93.94","91.93","154.14M","2.15%"
"05/23/2011","91.65","93.00","93.03","91.50","146.01M","-2.50%"
"05/20/2011","94.00","96.59","97.13","93.93","159.58M","-2.62%"
"05/19/2011","96.53","97.90","97.94","96.41","118.47M","-0.66%"
"05/18/2011","97.17","97.20","97.77","96.30","117.74M","1.14%"
"05/17/2011","96.07","98.10","98.69","95.89","144.23M","-1.88%"
"05/16/2011","97.91","97.04","98.47","96.75","137.09M","-0.08%"
"05/13/2011","97.99","97.50","98.40","96.83","132.27M","1.33%"
"05/12/2011","96.70","95.90","97.39","95.15","183.35M","-0.08%"
"05/11/2011","96.78","98.00","98.75","96.50","135.25M","-0.59%"
"05/10/2011","97.35","97.80","99.27","97.16","146.32M","-0.87%"
"05/06/2011","98.20","95.41","98.29","94.66","212.17M","2.71%"
